npy_filepath,label,original_size,new_size,original_file_path,split
"train/447079-16824-21266-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(158, 248)","(158, 248)","1.training/447079-16824-21266-[1, 1, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-21020-27335-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(260, 282)","(260, 282)","1.training/TCGA-99-7458-01A-01-BS1-21020-27335-[1, 1, 0].png",train
"train/1031280-26072-12933-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(206, 292)","(206, 292)","1.training/1031280-26072-12933-[1, 1, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-45960-22129-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(216, 201)","(216, 201)","1.training/TCGA-97-8175-01Z-00-DX1-45960-22129-[1, 0, 0].png",train
"train/1222870-18626-3939-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(295, 218)","(295, 218)","1.training/1222870-18626-3939-[0, 0, 1].png",train
"train/1217322-23170-38527-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(289, 244)","(289, 244)","1.training/1217322-23170-38527-[1, 1, 0].png",train
"train/1004470-35190-22579-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(191, 297)","(191, 297)","1.training/1004470-35190-22579-[1, 0, 0].png",train
"train/440930-25297-57186-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(288, 178)","(288, 178)","1.training/440930-25297-57186-[1, 1, 0].png",train
"train/1217322-47407-41561-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(210, 205)","(210, 205)","1.training/1217322-47407-41561-[1, 1, 0].png",train
"train/1121244-27191-29890-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(265, 230)","(265, 230)","1.training/1121244-27191-29890-[1, 1, 0].png",train
"train/1121662-18689-59728-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(155, 269)","(155, 269)","1.training/1121662-18689-59728-[1, 0, 0].png",train
"train/1208368-56365-16110-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(209, 233)","(209, 233)","1.training/1208368-56365-16110-[1, 1, 0].png",train
"train/1222870-20451-5689-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(185, 291)","(185, 291)","1.training/1222870-20451-5689-[0, 0, 1].png",train
"train/1222870-20233-21546-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(192, 276)","(192, 276)","1.training/1222870-20233-21546-[1, 1, 0].png",train
"train/1221636-36614-49912-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(290, 166)","(290, 166)","1.training/1221636-36614-49912-[1, 1, 0].png",train
"train/1203706-36326-22717-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(231, 251)","(231, 251)","1.training/1203706-36326-22717-[1, 0, 0].png",train
"train/1022068-7859-33521-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(159, 175)","(159, 175)","1.training/1022068-7859-33521-[0, 1, 0].png",train
"train/1004276-20489-19013-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(155, 173)","(155, 173)","1.training/1004276-20489-19013-[1, 1, 0].png",train
"train/1221636-12482-38033-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(162, 180)","(162, 180)","1.training/1221636-12482-38033-[1, 1, 0].png",train
"train/TCGA-55-6983-01Z-00-DX1-27559-15919-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(206, 192)","(206, 192)","1.training/TCGA-55-6983-01Z-00-DX1-27559-15919-[1, 1, 0].png",train
"train/1021305-14965-16497-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(300, 287)","(300, 287)","1.training/1021305-14965-16497-[0, 1, 0].png",train
"train/1117906-17576-12237-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(177, 294)","(177, 294)","1.training/1117906-17576-12237-[0, 1, 0].png",train
"train/1206584-40615-51877-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(226, 278)","(226, 278)","1.training/1206584-40615-51877-[1, 1, 0].png",train
"train/1124863-22583-28635-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(228, 261)","(228, 261)","1.training/1124863-22583-28635-[0, 0, 1].png",train
"train/1021408-30901-35417-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(256, 150)","(256, 150)","1.training/1021408-30901-35417-[1, 1, 0].png",train
"train/440930-37805-6208-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(218, 222)","(218, 222)","1.training/440930-37805-6208-[1, 1, 0].png",train
"train/1032888-16393-16366-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(295, 191)","(295, 191)","1.training/1032888-16393-16366-[1, 1, 0].png",train
"train/1122944-49953-35615-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(225, 192)","(225, 192)","1.training/1122944-49953-35615-[0, 0, 1].png",train
"train/446242-21142-39761-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(197, 239)","(197, 239)","1.training/446242-21142-39761-[1, 1, 0].png",train
"train/1121662-6434-15893-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(241, 165)","(241, 165)","1.training/1121662-6434-15893-[0, 0, 1].png",train
"train/436219-41863-52707-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(276, 153)","(276, 153)","1.training/436219-41863-52707-[1, 0, 0].png",train
"train/1006595-31115-26084-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(248, 261)","(248, 261)","1.training/1006595-31115-26084-[0, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-36904-41937-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(277, 273)","(277, 273)","1.training/TCGA-78-8662-01Z-00-DX1-36904-41937-[0, 1, 0].png",train
"train/444302-21046-40425-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(221, 278)","(221, 278)","1.training/444302-21046-40425-[1, 1, 0].png",train
"train/440930-39933-23360-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(280, 299)","(280, 299)","1.training/440930-39933-23360-[1, 1, 0].png",train
"train/1115189-33889-50506-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(211, 286)","(211, 286)","1.training/1115189-33889-50506-[0, 1, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-36781-17236-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(272, 228)","(272, 228)","1.training/TCGA-99-7458-01A-01-BS1-36781-17236-[1, 1, 0].png",train
"train/440930-35677-24432-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(223, 188)","(223, 188)","1.training/440930-35677-24432-[1, 1, 0].png",train
"train/1021305-12470-4437-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(188, 176)","(188, 176)","1.training/1021305-12470-4437-[1, 0, 0].png",train
"train/1209158-21786-22287-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(208, 286)","(208, 286)","1.training/1209158-21786-22287-[1, 1, 0].png",train
"train/1203706-38452-55017-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(236, 297)","(236, 297)","1.training/1203706-38452-55017-[1, 1, 0].png",train
"train/1021305-37420-48657-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(210, 214)","(210, 214)","1.training/1021305-37420-48657-[1, 0, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-85003-37242-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(192, 173)","(192, 173)","1.training/TCGA-97-8175-01Z-00-DX1-85003-37242-[0, 1, 0].png",train
"train/1121244-15261-12884-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(193, 153)","(193, 153)","1.training/1121244-15261-12884-[0, 1, 0].png",train
"train/444302-21046-41787-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(276, 191)","(276, 191)","1.training/444302-21046-41787-[1, 1, 0].png",train
"train/440930-39933-8352-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(255, 270)","(255, 270)","1.training/440930-39933-8352-[1, 0, 0].png",train
"train/449636-38882-22545-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(297, 231)","(297, 231)","1.training/449636-38882-22545-[0, 0, 1].png",train
"train/1209158-24766-25944-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(232, 196)","(232, 196)","1.training/1209158-24766-25944-[1, 0, 0].png",train
"train/1021305-6947-42781-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(252, 276)","(252, 276)","1.training/1021305-6947-42781-[0, 0, 1].png",train
"train/TCGA-55-1594-01Z-00-DX1-46985-25707-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(288, 207)","(288, 207)","1.training/TCGA-55-1594-01Z-00-DX1-46985-25707-[1, 1, 0].png",train
"train/1032888-30519-31246-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(224, 228)","(224, 228)","1.training/1032888-30519-31246-[1, 1, 0].png",train
"train/1004470-26035-42595-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(222, 263)","(222, 263)","1.training/1004470-26035-42595-[1, 1, 0].png",train
"train/1122944-39436-49259-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(192, 182)","(192, 182)","1.training/1122944-39436-49259-[0, 0, 1].png",train
"train/446242-18480-24774-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(200, 182)","(200, 182)","1.training/446242-18480-24774-[1, 1, 0].png",train
"train/1124863-25024-19923-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(158, 169)","(158, 169)","1.training/1124863-25024-19923-[1, 1, 0].png",train
"train/446242-11825-39761-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(239, 184)","(239, 184)","1.training/446242-11825-39761-[1, 1, 0].png",train
"train/1115849-35646-55911-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(226, 167)","(226, 167)","1.training/1115849-35646-55911-[1, 1, 0].png",train
"train/TCGA-MN-A4N4-01Z-00-DX1-47299-59930-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(157, 249)","(157, 249)","1.training/TCGA-MN-A4N4-01Z-00-DX1-47299-59930-[1, 0, 0].png",train
"train/1200164-16068-20791-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(187, 157)","(187, 157)","1.training/1200164-16068-20791-[1, 0, 0].png",train
"train/1224965-17619-45581-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(234, 183)","(234, 183)","1.training/1224965-17619-45581-[1, 1, 0].png",train
"train/TCGA-55-7570-01Z-00-DX1-27761-40918-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(197, 235)","(197, 235)","1.training/TCGA-55-7570-01Z-00-DX1-27761-40918-[0, 1, 0].png",train
"train/1223954-32933-44371-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(153, 216)","(153, 216)","1.training/1223954-32933-44371-[1, 1, 0].png",train
"train/436219-35356-59217-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(161, 215)","(161, 215)","1.training/436219-35356-59217-[1, 1, 0].png",train
"train/TCGA-MN-A4N4-01Z-00-DX1-48045-34923-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(217, 265)","(217, 265)","1.training/TCGA-MN-A4N4-01Z-00-DX1-48045-34923-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-63716-28472-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(213, 157)","(213, 157)","1.training/TCGA-53-A4EZ-01Z-00-DX1-63716-28472-[1, 1, 0].png",train
"train/1205260-16432-30948-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(286, 215)","(286, 215)","1.training/1205260-16432-30948-[1, 1, 0].png",train
"train/1223954-30863-44371-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(279, 260)","(279, 260)","1.training/1223954-30863-44371-[1, 1, 0].png",train
"train/1004470-22373-52603-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(237, 159)","(237, 159)","1.training/1004470-22373-52603-[1, 1, 0].png",train
"train/TCGA-73-7498-01A-01-TS1-7137-4772-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(163, 225)","(163, 225)","1.training/TCGA-73-7498-01A-01-TS1-7137-4772-[1, 1, 0].png",train
"train/1114839-28519-27564-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(258, 238)","(258, 238)","1.training/1114839-28519-27564-[1, 0, 0].png",train
"train/1122944-34322-20896-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(164, 207)","(164, 207)","1.training/1122944-34322-20896-[0, 1, 0].png",train
"train/1224965-19596-31476-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(263, 282)","(263, 282)","1.training/1224965-19596-31476-[1, 1, 0].png",train
"train/1205260-14838-13794-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(164, 229)","(164, 229)","1.training/1205260-14838-13794-[1, 1, 0].png",train
"train/1125346-12057-14871-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(262, 194)","(262, 194)","1.training/1125346-12057-14871-[1, 1, 0].png",train
"train/1115849-36186-57976-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(247, 189)","(247, 189)","1.training/1115849-36186-57976-[1, 1, 0].png",train
"train/1004470-26035-9235-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(206, 204)","(206, 204)","1.training/1004470-26035-9235-[1, 1, 0].png",train
"train/1205260-18026-17606-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(251, 204)","(251, 204)","1.training/1205260-18026-17606-[1, 1, 0].png",train
"train/1004470-35190-19243-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(174, 196)","(174, 196)","1.training/1004470-35190-19243-[1, 1, 0].png",train
"train/1222870-22276-5339-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(252, 245)","(252, 245)","1.training/1222870-22276-5339-[0, 0, 1].png",train
"train/1208248-13697-41797-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(201, 200)","(201, 200)","1.training/1208248-13697-41797-[1, 1, 0].png",train
"train/1125346-39314-25777-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(222, 225)","(222, 225)","1.training/1125346-39314-25777-[1, 1, 0].png",train
"train/1003370-27999-45537-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(192, 181)","(192, 181)","1.training/1003370-27999-45537-[1, 1, 0].png",train
"train/1115849-40700-39180-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(194, 224)","(194, 224)","1.training/1115849-40700-39180-[1, 1, 0].png",train
"train/1224965-15642-34731-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(284, 284)","(284, 284)","1.training/1224965-15642-34731-[1, 0, 0].png",train
"train/1200530-12872-4982-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(271, 150)","(271, 150)","1.training/1200530-12872-4982-[1, 0, 0].png",train
"train/1122944-38522-49723-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(194, 174)","(194, 174)","1.training/1122944-38522-49723-[0, 0, 1].png",train
"train/449636-34689-27085-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(238, 254)","(238, 254)","1.training/449636-34689-27085-[1, 0, 0].png",train
"train/1121244-41507-32982-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(251, 286)","(251, 286)","1.training/1121244-41507-32982-[1, 1, 0].png",train
"train/1032888-32537-29758-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(291, 151)","(291, 151)","1.training/1032888-32537-29758-[1, 1, 0].png",train
"train/1200530-8862-26066-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(252, 196)","(252, 196)","1.training/1200530-8862-26066-[1, 0, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-98152-37301-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(293, 297)","(293, 297)","1.training/TCGA-53-A4EZ-01Z-00-DX1-98152-37301-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-87777-51360-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(218, 265)","(218, 265)","1.training/TCGA-55-1594-01Z-00-DX1-87777-51360-[1, 0, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-4829-59993-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(193, 274)","(193, 274)","1.training/TCGA-49-4512-01Z-00-DX1-4829-59993-[0, 0, 1].png",train
"train/1222870-20871-11963-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(284, 184)","(284, 184)","1.training/1222870-20871-11963-[0, 0, 1].png",train
"train/1115189-29403-25114-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(165, 237)","(165, 237)","1.training/1115189-29403-25114-[0, 1, 0].png",train
"train/1021305-37420-54687-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(292, 189)","(292, 189)","1.training/1021305-37420-54687-[1, 1, 0].png",train
"train/TCGA-MN-A4N4-01Z-00-DX1-49463-36564-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(182, 236)","(182, 236)","1.training/TCGA-MN-A4N4-01Z-00-DX1-49463-36564-[1, 1, 0].png",train
"train/440682-21115-33812-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(157, 206)","(157, 206)","1.training/440682-21115-33812-[0, 1, 0].png",train
"train/1122944-31136-53167-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(178, 261)","(178, 261)","1.training/1122944-31136-53167-[0, 0, 1].png",train
"train/1200164-19294-22057-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(171, 156)","(171, 156)","1.training/1200164-19294-22057-[1, 0, 0].png",train
"train/1031280-7394-24477-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(229, 255)","(229, 255)","1.training/1031280-7394-24477-[1, 1, 0].png",train
"train/1003370-33591-34851-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(247, 187)","(247, 187)","1.training/1003370-33591-34851-[1, 1, 0].png",train
"train/449636-44059-48426-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(211, 244)","(211, 244)","1.training/449636-44059-48426-[0, 0, 1].png",train
"train/1125346-17082-9201-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(249, 168)","(249, 168)","1.training/1125346-17082-9201-[1, 1, 0].png",train
"train/1005919-4887-44796-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(285, 264)","(285, 264)","1.training/1005919-4887-44796-[1, 1, 0].png",train
"train/1208368-22331-46485-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(292, 170)","(292, 170)","1.training/1208368-22331-46485-[1, 1, 0].png",train
"train/1111462-18202-18488-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(254, 167)","(254, 167)","1.training/1111462-18202-18488-[1, 1, 0].png",train
"train/440930-27165-25504-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(200, 271)","(200, 271)","1.training/440930-27165-25504-[1, 0, 0].png",train
"train/1004470-13218-25915-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(279, 210)","(279, 210)","1.training/1004470-13218-25915-[1, 1, 0].png",train
"train/1208248-47907-44146-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(162, 224)","(162, 224)","1.training/1208248-47907-44146-[1, 0, 0].png",train
"train/1115849-44119-30476-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(172, 235)","(172, 235)","1.training/1115849-44119-30476-[1, 1, 0].png",train
"train/1122793-6007-24533-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(211, 179)","(211, 179)","1.training/1122793-6007-24533-[1, 1, 0].png",train
"train/1217322-20477-24874-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(157, 281)","(157, 281)","1.training/1217322-20477-24874-[1, 1, 0].png",train
"train/1117906-33918-47615-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(237, 207)","(237, 207)","1.training/1117906-33918-47615-[1, 1, 0].png",train
"train/1021305-7563-39736-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(299, 282)","(299, 282)","1.training/1021305-7563-39736-[0, 0, 1].png",train
"train/TCGA-86-8279-01Z-00-DX1-72070-63538-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(237, 269)","(237, 269)","1.training/TCGA-86-8279-01Z-00-DX1-72070-63538-[1, 1, 0].png",train
"train/446242-18480-5505-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(188, 267)","(188, 267)","1.training/446242-18480-5505-[1, 1, 0].png",train
"train/1209158-27001-47886-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(196, 252)","(196, 252)","1.training/1209158-27001-47886-[1, 0, 0].png",train
"train/1203706-32074-15117-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(191, 194)","(191, 194)","1.training/1203706-32074-15117-[1, 1, 0].png",train
"train/1217322-17784-24874-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(214, 265)","(214, 265)","1.training/1217322-17784-24874-[1, 1, 0].png",train
"train/1004276-10701-20593-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(156, 262)","(156, 262)","1.training/1004276-10701-20593-[1, 1, 0].png",train
"train/TCGA-55-6983-01Z-00-DX1-28427-19307-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(247, 235)","(247, 235)","1.training/TCGA-55-6983-01Z-00-DX1-28427-19307-[1, 1, 0].png",train
"train/1021305-12470-26547-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(186, 218)","(186, 218)","1.training/1021305-12470-26547-[1, 1, 0].png",train
